1	11.8011	14.6681	15.2792	27.5452	16.8696	23.3018	30.3246	
2	12.9959	11.8547	14.8905	27.3856	16.6794	22.9906	30.487	
3	11.43	11.048	16.5293	27.4606	16.8901	23.5126	30.8682	
4	12.8461	13.8253	15.5587	27.4149	17.6466	22.1223	30.385	
5	13.1284	8.63903	14.323	27.4702	15.4356	21.7071	30.5071	
6	12.6738	12.8629	14.5533	27.3583	15.0358	23.194	30.7527	
7	9.96992	7.3311	13.4557	27.6233	13.3461	23.2777	30.839	
8	13.9823	11.8977	15.8088	27.4808	13.6685	20.7557	30.6371	
9	13.0422	11.7146	15.4277	27.2281	15.287	20.7062	30.5737	
10	12.5079	13.031	14.036	27.6387	15.0276	23.1005	30.6466	
11	12.3975	8.39102	14.4346	27.2477	14.3298	23.0828	30.5815	
12	14.5171	9.38201	14.7918	27.4442	17.0969	22.9282	30.5581	
13	10.7525	10.0488	15.4995	27.1345	17.3596	23.3932	30.7116	
14	10.7771	10.5636	15.6894	27.5108	15.1264	20.3633	30.4939	
15	9.6782	6.90663	15.6223	27.3915	16.0534	23.4441	30.6335	
16	10.3856	11.3506	14.7556	27.2441	12.2826	21.2715	30.6777	
17	12.0762	6.82214	14.1803	27.4955	15.4168	22.5574	30.8028	
18	10.5957	11.2325	14.1254	27.1835	16.6705	23.9151	30.4944	
19	12.6082	10.4608	14.5506	27.2794	13.1026	21.0672	30.8072	
20	11.9053	11.9785	15.1997	27.2259	15.0059	22.0218	30.3592	
21	12.1618	12.0049	13.514	27.214	16.7755	23.7954	30.4737	
22	12.0149	11.2166	15.5167	27.3092	15.1766	23.3411	30.8113	
23	11.1936	8.61584	15.5941	27.2935	14.1724	23.8954	30.7384	
24	11.5122	12.3043	15.369	27.3131	16.7801	19.2575	30.4623	
25	11.5126	13.0299	14.38	27.2946	17.4095	22.2157	30.5245	
26	12.6187	9.48642	14.7933	27.3475	16.7738	21.4208	30.6023	
27	11.1073	10.2162	13.8578	27.4133	16.3379	20.7829	30.406	
28	13.1437	9.35647	14.5633	27.4083	13.406	22.7349	30.8545	
