1	12.5217	19.365	6.54258	31.5537	19.2798	23.5349	29.2609	
2	12.398	20.9299	5.83751	31.5905	18.5541	23.0471	29.6329	
3	13.2323	20.1112	7.45029	31.3741	16.452	21.764	29.604	
4	13.9774	20.9815	8.32041	31.6276	16.162	25.3893	29.4901	
5	12.8823	20.4675	8.23146	31.5443	13.6324	19.6755	29.4486	
6	13.7286	21.4506	6.07874	31.3049	16.9892	23.6114	29.596	
7	15.0639	20.2838	8.22394	31.3516	17.8138	21.0156	29.5031	
8	13.0688	20.5289	7.30163	31.3957	14.4809	23.1389	29.4378	
9	12.7319	18.6588	10.3471	31.2141	16.2693	22.8056	29.6224	
10	14.5994	20.7487	6.41603	31.5772	16.7683	22.8303	29.2513	
11	12.2213	20.9224	10.4124	31.1371	14.7479	23.317	29.7199	
12	12.8939	21.061	6.4508	31.2063	17.5785	23.2611	29.8152	
13	13.5489	21.3416	7.24575	31.4843	17.6982	23.8525	29.857	
14	11.8608	20.0666	5.73544	31.2015	17.4419	24.813	29.3453	
15	15.0473	19.8422	8.23074	31.3612	17.9085	21.4289	29.5693	
16	15.6372	19.4666	7.79793	31.254	18.4584	19.7265	29.7142	
17	11.2959	20.2943	6.62269	31.6149	16.2287	23.0862	29.8411	
18	12.7226	19.1184	7.13875	31.3916	17.3012	23.5357	29.4878	
19	11.9403	19.6468	4.83223	31.5713	13.0749	22.128	29.7281	
20	14.514	18.2952	11.3879	31.1657	16.3671	23.4371	29.8887	
21	13.1672	20.3232	6.74481	30.9415	17.8067	24.7665	29.578	
22	12.7067	21.6144	6.97349	31.0781	18.6918	21.3482	29.6993	
23	14.96	21.4152	8.61142	31.2784	17.898	24.95	29.5906	
24	14.6862	19.6616	9.36318	31.5942	17.3288	20.574	29.4915	
25	13.8005	19.15	5.18912	31.4324	16.2502	24.2371	29.5982	
26	9.26191	20.6454	8.96195	31.4092	17.1149	24.926	29.4749	
27	12.8655	20.6038	7.0529	31.5389	15.4465	22.3243	29.4589	
28	12.2267	19.6775	7.47079	31.4107	14.8585	23.8411	29.3886	
29	11.7303	19.7099	7.65644	31.6056	15.209	24.5149	29.3567	
30	10.6203	19.6583	9.67065	31.8551	17.7419	19.4866	30.094	
31	11.3213	18.5364	9.63257	31.4738	15.5896	22.2763	29.8774	
32	14.2491	18.8299	5.11764	31.098	16.7928	22.8888	29.7582	
33	13.7882	20.6916	7.87509	31.4856	17.4148	22.796	29.4498	
34	10.2913	20.1245	7.8446	31.4308	11.328	22.6058	29.9412	
35	12.164	20.4448	9.32568	31.4332	17.6388	24.7487	29.4709	
36	13.1383	21.1989	7.78726	31.6601	15.8803	23.1731	29.3508	
37	12.4938	21.6834	6.97696	31.4745	16.2609	25.3582	29.5667	
38	13.3698	20.1344	9.22436	31.5732	16.9039	25.1777	30.0301	
39	12.7438	21.7435	8.73811	31.1977	15.4325	23.0299	29.6457	
40	14.7809	21.2727	6.46459	31.6945	16.5547	20.2804	29.2083	
41	11.2771	19.9958	7.47808	31.6519	17.8549	24.1988	29.9223	
42	13.9614	21.7458	7.85022	31.5485	12.2048	19.3519	29.5729	
43	12.3564	20.7568	8.30033	31.2808	18.0143	24.1207	29.858	
44	12.4085	19.8388	7.98393	31.4605	15.8882	23.9614	29.9855	
45	11.5608	20.043	8.3715	31.3914	17.9427	24.3538	29.4441	
46	11.246	18.7008	9.10214	31.5792	18.262	21.2992	29.6358	
47	12.0967	19.6281	6.33597	31.5244	15.6765	19.9056	29.2282	
48	14.2013	20.8084	9.27141	31.7408	15.0184	22.7312	29.5234	
49	13.4502	20.1225	8.18332	31.7441	16.1431	23.6777	29.7186	
50	13.188	19.0395	8.71382	31.5298	14.2422	25.2282	29.6173	
51	12.6909	19.8779	7.02055	31.4019	13.0892	23.5793	29.8188	
52	12.9621	20.1459	6.88481	31.3506	17.0919	24.9398	29.7213	
53	13.9766	20.3553	7.98784	31.1122	17.7291	21.2711	29.9876	
54	13.4298	20.2762	8.49522	30.9139	13.6197	22.5315	29.7324	
55	14.5885	18.8893	8.59139	31.2411	18.1002	21.8426	29.4897	
56	12.5671	20.1925	7.79049	31.3566	15.3111	25.2732	29.1904	
57	11.1153	20.3047	8.70812	31.499	13.1094	24.1444	29.2366	
58	13.013	20.8663	7.20497	31.3686	15.7137	22.1098	30.0512	
59	13.1586	20.2314	7.19028	31.3358	15.0773	22.815	29.6812	
60	11.6398	20.4105	7.65332	31.3188	16.7007	22.3523	29.4638	
61	14.3821	20.3305	6.81377	31.5837	16.4552	21.1749	29.5951	
62	12.5423	20.4888	9.14602	31.5566	14.285	23.9554	29.5821	
63	13.0907	19.5664	8.37813	31.2209	18.2276	23.2491	29.7095	
64	12.2872	19.6933	7.65942	30.8087	17.4271	23.6824	29.1281	
65	12.1318	19.7646	6.28452	31.5426	14.7415	24.1485	29.4805	
66	12.3256	19.1949	6.62693	31.3309	17.3798	20.6901	29.5349	
67	10.4204	19.218	6.90474	31.4158	16.5043	24.7482	29.7089	
68	13.3808	21.9742	8.42972	31.4053	15.4502	25.1597	29.9097	
69	13.3768	20.1996	8.40156	31.4982	18.4084	23.8357	29.9301	
70	11.4258	19.766	8.21292	31.2851	14.476	22.5139	29.7166	
71	12.1913	20.8304	8.00481	31.7479	15.2585	22.1954	29.4573	
72	12.6481	19.6224	8.53051	31.5265	14.8317	21.4384	29.6625	
73	12.9139	18.875	8.9308	31.0537	15.4285	23.8614	29.6951	
74	13.0957	20.5802	8.09911	31.2332	16.8417	22.0675	29.7528	
75	14.1246	20.0638	7.62138	31.7538	17.2651	22.9341	29.7941	
76	11.7657	19.6324	7.9931	30.9706	14.867	24.7341	29.8622	
77	13.1392	20.0451	8.83213	31.3696	16.5077	24.767	29.884	
78	12.9528	19.142	6.69445	31.8205	17.0882	23.4746	29.7911	
79	13.3956	18.6941	8.32347	31.2828	14.253	22.4439	29.6374	
80	13.9889	20.4291	6.56632	31.4684	16.5281	24.8311	29.1948	
81	11.8256	20.5545	8.00902	31.3143	15.7563	21.605	29.1768	
